transaction_id,date,amount,currency,transaction_type,description
48457836,2023-01-15,987.65,AUD,debit,Withdrawal for flight tickets.
91632139,2021-08-07,345.67,CHF,transfer,Transfer to partner's account in Switzerland.
31569846,2022-12-28,678.9,USD,credit,Deposit from freelance project payment.
92311960,2023-08-03,567.89,GBP,debit,Withdrawal for rent payment.
53207861,2021-01-16,234.56,JPY,transfer,Transfer to friend's account in Japan.
95089214,2022-07-27,789.01,USD,credit,Deposit from online sale of vintage clothing.
27007297,2023-04-10,111.11,EUR,debit,Withdrawal for groceries.
53980285,2021-12-22,876.54,CAD,transfer,Transfer to friend's account in Canada.
96338520,2022-06-01,456.78,USD,credit,Deposit from part-time job.
39236480,2023-02-18,987.65,AUD,debit,Withdrawal for flight tickets.
47874509,2021-05-05,345.67,CHF,transfer,Transfer to partner's account in Switzerland.
87036154,2022-11-11,678.9,USD,credit,Deposit from freelance project payment.
69072937,2021-05-15,125.67,USD,debit,Paid rent for apartment in New York City.
20492583,2022-07-20,456.23,EUR,debit,Withdrew money for groceries in Paris.
96293694,2023-02-27,789.12,GBP,transfer,Sent money to family in London for Christmas gifts.
79871266,2021-09-11,345.89,USD,credit,Deposited freelance payment into account.
50976159,2022-12-05,123.45,USD,debit,Withdrew cash for holiday travel.
94294533,2023-06-01,678.91,USD,transfer,Sent money to friend for group trip to Las Vegas.
40857987,2022-05-10,54.32,USD,debit,Purchased groceries at local market.
77982067,2023-01-15,120.98,EUR,credit,Received salary payment from employer.
38659298,2021-12-22,350.0,GBP,transfer,Sent money to friend in UK for holiday expenses.
75207027,2022-06-03,67.89,USD,credit,Deposited tax refund check.
87364414,2023-02-18,210.56,JPY,debit,Paid for dinner at sushi restaurant.
68784544,2021-07-05,450.0,USD,transfer,Sent money to family member in Mexico.
33401021,2022-11-12,89.01,CAD,credit,Received payment from client.
67909342,2023-04-25,150.23,AUD,debit,Paid for flight tickets to Australia.
65573037,2021-10-08,78.9,USD,credit,Deposited freelance income.
34925304,2022-09-20,120.0,CHF,transfer,Sent money to family member in Switzerland.
18915866,2023-01-15,120.98,EUR,credit,Received salary payment from employer.
39263281,2021-12-22,350.0,GBP,transfer,Sent money to friend in UK for holiday expenses.
45058100,2022-06-03,67.89,USD,credit,Deposited tax refund check.
31619608,2023-02-18,210.56,JPY,debit,Paid for dinner at sushi restaurant.
63864592,2021-07-05,450.0,USD,transfer,Sent money to family member in Mexico.
76476125,2022-11-12,89.01,CAD,credit,Received payment from client.
42606048,2023-04-25,150.23,AUD,debit,Paid for flight tickets to Australia.
92889268,2021-10-08,78.9,USD,credit,Deposited freelance income.
27392354,2022-09-20,120.0,CHF,transfer,Sent money to family member in Switzerland.
82650754,2023-03-10,25.67,USD,credit,Received payment for consulting work.
13767703,2022-08-15,110.98,EUR,debit,Paid for car insurance.
42304843,2021-11-28,500.0,GBP,transfer,Sent money to friend in UK for birthday gift.
95225518,2023-01-23,75.0,USD,credit,Deposited refund from store.
42559052,2022-12-05,300.56,JPY,debit,Paid for holiday gifts.
79146476,2021-06-12,800.0,USD,transfer,Sent money to family member in India.
73902417,2022-04-01,100.0,CAD,credit,Received payment for freelance project.
73236774,2023-05-18,180.23,AUD,debit,Paid for phone bill.
44562307,2021-02-27,60.0,USD,credit,Deposited paycheck.
40021925,2022-07-09,150.0,CHF,transfer,Sent money to family member in Germany.
14876026,2021-03-15,50.23,USD,debit,Purchase of groceries at Whole Foods Market
75546720,2022-10-28,1200.0,GBP,transfer,Transfer to a savings account for a future trip to the UK
78337428,2023-01-12,75.5,USD,credit,Deposit of tax refund into checking account
46796356,2021-06-18,420.0,EUR,debit,Payment for a flight ticket to Spain
58462867,2022-11-05,250.0,USD,credit,Direct deposit of salary from employer
10931337,2023-04-22,1000.0,JPY,transfer,Transfer to a Japanese investment account for stocks
16462547,2022-02-26,300.0,USD,credit,Deposit of a gift from a friend
43116857,2021-09-10,150.0,USD,debit,Withdrawal of cash for a night out with friends
42599708,2023-07-14,600.0,CNY,transfer,Transfer to a Chinese savings account for a future trip to China
15198268,2022-08-01,180.0,USD,credit,Deposit of a freelance payment into checking account
50256245,2022-05-01,250.12,USD,credit,Deposited monthly salary from XYZ Inc.
40379836,2023-01-15,1000.5,EUR,credit,Received transfer from family in Germany.
20592081,2022-07-20,50.0,USD,debit,Paid rent for the month.
47745776,2023-03-04,1500.0,GBP,transfer,Sent money to friend in the UK for a shared expense.
92989968,2022-10-12,300.0,CAD,credit,Received payment for freelance work from a Canadian client.
77472273,2023-11-27,200.0,USD,debit,Paid utility bills for the month.
77982222,2022-02-28,1200.0,USD,credit,Received tax refund from the IRS.
60838786,2023-06-15,400.0,USD,transfer,Sent money to friend in the US for a shared expense.
50525755,2023-12-20,1500.0,USD,debit,Paid holiday travel expenses.
36765639,2022-04-10,200.0,USD,credit,Deposited cashback reward from credit card.
51548565,2023-07-15,600.0,USD,debit,Paid for groceries and household items.
23108075,2023-08-20,700.0,USD,transfer,Sent money to friend in the US for a shared expense.
48753049,2021-01-02,125.67,USD,debit,Groceries purchased at Whole Foods Market.
83144793,2022-12-31,5000.0,EUR,transfer,Transfer to a savings account for a future trip to Italy.
45678732,2023-04-05,150.21,GBP,debit,Payment for a tour of the Tower of London.
94028876,2022-07-12,250.0,USD,debit,Fuel purchase for a road trip.
47274554,2023-02-18,1000.0,CAD,transfer,Transfer to a relative's account for a wedding gift.
53034267,2021-09-01,75.0,USD,debit,Payment for a gym membership.
90215542,2022-05-15,123.45,USD,debit,Purchase of electronics from Amazon.
92321183,2023-02-01,500.0,EUR,transfer,Transfer of funds to a family member in Germany.
88030829,2021-12-25,100.0,USD,debit,Withdrawal of cash for holiday shopping.
61360807,2022-09-10,250.0,GBP,debit,Payment for online course in UK.
44816969,2023-01-02,150.0,CAD,transfer,Transfer of funds to a friend in Canada.
59971229,2022-06-15,180.0,USD,debit,Payment for utility bill.
61170957,2021-10-01,750.0,USD,credit,Deposit of tax refund.
77363583,2023-04-15,200.0,INR,transfer,Transfer of funds to a family member in India.
35131909,2022-11-10,120.0,USD,debit,Withdrawal of cash for groceries.
96453489,2023-07-02,300.0,JPY,debit,Purchase of electronics from Japan.
44602355,2021-02-15,100.0,USD,transfer,Transfer of funds to a charity in the US.
30290843,2022-08-01,220.0,USD,debit,Payment for rent.
50395189,2023-03-15,150.0,USD,debit,Withdrawal of cash for gas.
37967505,2021-09-01,800.0,USD,credit,Deposit of salary.
85938488,2023-06-15,350.0,USD,transfer,Transfer of funds to a friend in the US.
15359120,2022-12-01,160.0,USD,debit,Payment for insurance premium.
75492988,2021-05-15,900.0,USD,credit,Deposit of tax refund.
18036294,2023-01-01,250.0,USD,transfer,Transfer of funds to a family member in the US.
56388821,2022-07-15,130.0,USD,debit,Withdrawal of cash for a night out.
85603944,2023-12-01,170.0,USD,debit,Purchase of gifts for the holidays.
46492906,2021-11-15,400.0,USD,transfer,Transfer of funds to a friend in the US.
87706824,2022-10-01,280.0,USD,debit,Payment for car maintenance.
21620093,2023-09-15,140.0,USD,debit,Withdrawal of cash for groceries.
52784774,2021-08-01,700.0,USD,credit,Deposit of bonus.
41121184,2023-08-15,300.0,USD,transfer,Transfer of funds to a family member in the US.
57335732,2022-11-01,180.0,USD,debit,Payment for gym membership.
83934825,2021-12-15,1000.0,USD,credit,Deposit of salary.
34602579,2023-02-01,200.0,USD,transfer,Transfer of funds to a charity in the US.
17834871,2022-06-01,120.5,EUR,debit,Payment for groceries at a local supermarket in Berlin.
17613623,2023-01-10,350.0,USD,transfer,Transfer of funds from personal account to savings account.
64614147,2023-02-15,200.0,GBP,debit,Payment for utilities bill from British Gas.
69058984,2023-03-20,100.0,JPY,debit,Withdrawal of cash from an ATM in Tokyo.
92324959,2023-04-05,400.0,USD,transfer,Transfer of funds to a friend's account.
64819406,2023-05-10,150.0,USD,debit,Payment for rent from a property management company.
37243779,2023-06-15,250.0,CAD,debit,Payment for mobile phone bill from Rogers Communications.
16408429,2023-07-20,300.0,USD,transfer,Transfer of funds from checking account to savings account.
40133748,2021-10-20,150.0,EUR,debit,"Groceries purchased at a local supermarket in Berlin, Germany."
99675015,2023-01-12,400.0,JPY,transfer,"Transfer of funds to a friend's account in Tokyo, Japan."
91785053,2022-08-01,300.0,USD,credit,"Deposit of a bonus check received at work in New York, NY."
81576516,2023-02-17,200.0,GBP,debit,"Withdrawal of cash for a weekend trip to London, UK."
25274401,2021-11-28,100.0,CNY,transfer,"Transfer of funds to a relative's account in Shanghai, China."
61633428,2023-02-28,500.0,EUR,debit,Purchase of a new smartphone from a local electronics store.
68790038,2021-11-11,200.0,GBP,transfer,Transfer of funds to a friend's account for a group trip.
64685966,2022-07-04,150.0,USD,debit,Withdrawal of cash for a weekend getaway.
98609101,2023-01-02,300.0,CAD,debit,Payment for a winter clothing purchase from an online retailer.
11349560,2022-03-17,100.0,USD,transfer,Transfer of funds to a family member's account for a birthday gift.
40284939,2021-04-15,250.5,USD,credit,Payroll deposit for April
48864209,2022-12-22,100.99,EUR,debit,Groceries purchase at local market
48497297,2023-02-07,500.0,USD,transfer,Transfer to savings account for emergency fund
29273367,2021-07-10,75.6,GBP,debit,Payment for mobile phone bill
23663702,2022-11-18,200.0,USD,credit,Reimbursement from employer for work-related expenses
62246920,2023-06-25,120.0,JPY,debit,Purchase of train tickets for commute
21038238,2022-03-01,150.0,USD,debit,Payment for rent
31835361,2021-10-12,100.0,EUR,debit,Payment for gym membership
27779967,2023-09-04,300.0,USD,credit,Bonus payment from employer
68802779,2022-06-20,100.0,CAD,transfer,Transfer to sister's account for birthday gift
11583355,2021-12-31,50.0,USD,debit,Purchase of holiday decorations
24863598,2023-01-15,200.0,USD,debit,Payment for insurance premiums
16892838,2022-02-28,75.0,GBP,debit,Payment for utility bill
97512493,2021-09-09,150.0,USD,debit,Payment for car repair
43442574,2023-07-14,100.0,USD,transfer,Transfer to charity for donation
60042076,2022-08-22,100.0,USD,debit,Payment for summer camp registration
50880998,2023-04-17,50.0,USD,debit,Purchase of books from local bookstore
79518482,2021-11-24,200.0,USD,debit,Payment for holiday shopping
61030240,2022-12-10,75.0,GBP,debit,Payment for internet bill
15827496,2023-05-05,300.0,USD,debit,Payment for taxes
88337306,2022-01-15,150.0,USD,debit,Purchase of computer equipment
34520868,2021-07-27,100.0,USD,debit,Payment for medical insurance
67496789,2023-03-01,200.0,USD,transfer,Transfer to friend's account for group trip expenses
46516357,2022-09-12,50.0,USD,debit,Purchase of school supplies
59313164,2023-11-18,200.0,USD,debit,Payment for home repairs
24233492,2022-07-03,150.0,USD,debit,Payment for car insurance
41718662,2021-12-28,100.0,USD,debit,Payment for holiday travel expenses
45180147,2023-06-10,50.0,USD,debit,Purchase of movie tickets
66112732,2022-02-25,200.0,USD,debit,Payment for home renovation expenses
43797464,2022-03-15,54.32,USD,credit,Deposit from freelance work.
29714090,2023-01-20,120.75,EUR,debit,Purchase of groceries in Germany.
84371081,2022-10-01,65.43,USD,transfer,Transfer to savings account.
93677066,2021-12-12,98.21,GBP,credit,Refund from online shopping.
57577079,2022-06-05,30.12,USD,debit,Withdrawal for parking meter.
28447409,2023-07-07,200.0,CAD,credit,Deposit from part-time job.
13516976,2022-02-14,45.98,USD,transfer,Transfer to checking account.
60283357,2021-08-28,80.0,JPY,credit,Deposit from foreign client.
98342709,2023-04-02,75.64,USD,debit,Withdrawal for movie tickets.
32943485,2022-09-09,150.0,USD,credit,Deposit from stocks sale.
49363856,2021-11-11,20.0,USD,transfer,Transfer to investment account.
18094491,2023-05-15,100.0,USD,credit,Deposit from tax refund.
10713347,2022-07-07,30.0,USD,debit,Withdrawal for gasoline.
10384333,2021-12-12,50.0,USD,credit,Deposit from part-time job.
94622075,2023-06-06,120.0,USD,debit,Withdrawal for rent.
12620851,2022-01-01,100.0,USD,credit,Deposit from payroll.
21217664,2021-06-15,25.0,USD,transfer,Transfer to checking account.
56053947,2023-10-10,50.0,USD,credit,Deposit from freelance work.
59125343,2022-04-15,150.0,USD,debit,Withdrawal for groceries.
33191967,2021-09-20,80.0,USD,credit,Deposit from stocks sale.
67777659,2023-07-05,10.0,USD,transfer,Transfer to savings account.
51371456,2022-11-12,120.0,USD,credit,Deposit from tax refund.
20955737,2021-08-08,40.0,USD,debit,Withdrawal for gasoline.
61094861,2023-02-02,60.0,USD,credit,Deposit from payroll.
13625742,2022-07-15,200.0,USD,debit,Withdrawal for rent.
31044826,2021-11-28,150.0,USD,credit,Deposit from freelance work.
53574719,2023-03-03,30.0,USD,transfer,Transfer to investment account.
77506033,2022-05-05,75.0,USD,credit,Deposit from stocks sale.
81740646,2021-10-10,50.0,USD,debit,Withdrawal for groceries.
98957765,2021-09-15,56.78,USD,debit,Purchased groceries from local store.
20462328,2022-05-27,120.95,EUR,credit,Deposited travel allowance from employer.
83497176,2023-02-10,25.67,USD,transfer,Sent rent payment to landlord's account.
32982625,2021-11-22,100.0,CAD,debit,Bought winter clothing from mall.
24170277,2022-08-06,45.23,GBP,credit,Received payment from freelance client.
83205370,2023-01-18,67.89,USD,transfer,Sent gift money to sister's account.
14371873,2021-06-15,54.99,USD,debit,Grocery shopping at Whole Foods Market
49189445,2022-09-28,120.0,EUR,debit,Payment for airline ticket to Paris
82611638,2023-01-10,75.5,GBP,transfer,Transfer to savings account for emergency fund
38222398,2021-12-22,150.0,USD,credit,Deposit of holiday bonus from work
38061558,2022-03-17,87.65,CAD,debit,Withdrawal for coffee and bagel from Tim Hortons
93571023,2023-05-09,110.0,AUD,debit,Payment for hotel reservation in Sydney
51319326,2021-08-03,105.2,USD,debit,Withdrawal for gasoline at Shell station
78526171,2022-11-14,125.0,CHF,debit,Payment for ski equipment rental in Switzerland
84246504,2023-02-25,60.0,USD,transfer,Transfer to checking account for monthly rent payment
63675631,2022-07-09,90.0,USD,debit,Withdrawal for lunch at Chipotle
74394881,2023-06-23,150.0,USD,credit,Deposit of freelance project payment
96565418,2021-10-12,75.0,USD,transfer,Transfer to savings account for future travel fund
37675309,2022-01-20,110.0,USD,debit,Withdrawal for movie tickets at AMC Theatres
18173963,2023-04-05,50.0,USD,credit,Deposit of birthday gift from grandma
36532814,2021-02-15,100.0,USD,debit,Withdrawal for groceries at Walmart
78974009,2022-08-01,150.0,USD,credit,Deposit of bonus from work
77109534,2023-09-16,200.0,USD,debit,Withdrawal for rent payment
69515941,2021-06-02,100.0,USD,credit,Deposit of salary check
17344334,2023-02-22,120.0,USD,credit,Deposit of tax refund check
47605903,2021-09-18,150.0,USD,debit,Withdrawal for groceries at Kroger
67005897,2022-03-05,75.0,USD,transfer,Transfer to savings account for future car purchase
25836084,2023-07-20,100.0,USD,credit,Deposit of freelance project payment
53791721,2021-12-10,50.0,USD,debit,Withdrawal for holiday shopping at Macy's
60732625,2022-05-15,100.0,USD,credit,Deposit of bonus from work
78255249,2023-01-02,80.0,USD,debit,Withdrawal for rent payment
56735310,2021-07-08,120.0,USD,credit,Deposit of tax refund check
88289150,2022-10-20,150.0,USD,debit,Withdrawal for holiday shopping at Target
73415400,2021-06-15,54.23,USD,debit,Purchase of groceries from local supermarket
66630111,2022-12-27,125.67,EUR,credit,Deposit of travel allowance from employer
36440983,2023-01-09,78.91,GBP,transfer,Transfer of funds to sister's account for rent payment
51542246,2021-08-22,21.67,INR,debit,Withdrawal of cash for local market shopping
93185958,2023-07-06,150.0,USD,transfer,Transfer of funds to friend's account for group trip expenses
94136077,2022-11-29,89.45,CAD,credit,Deposit of freelance work payment
66378627,2021-12-18,112.5,AUD,debit,Withdrawal of cash for holiday shopping
26051846,2023-02-03,67.89,USD,transfer,Transfer of funds to partner's account for joint expenses
84453688,2022-03-15,180.0,USD,credit,Deposit of tax refund check
69380136,2021-09-27,125.67,EUR,debit,Purchase of train ticket for vacation
11714972,2023-05-11,45.98,USD,transfer,Transfer of funds to sister's account for birthday gift
17154258,2022-10-18,78.91,GBP,credit,Deposit of bonus from work
68989885,2021-11-23,135.0,USD,debit,Withdrawal of cash for holiday travel expenses
77439124,2022-02-14,98.76,CAD,debit,Withdrawal of cash for rent payment
90514916,2021-07-29,150.0,USD,transfer,Transfer of funds to friend's account for group trip expenses
85476134,2023-01-06,89.45,USD,credit,Deposit of freelance work payment
35625128,2022-07-12,112.5,AUD,debit,Withdrawal of cash for holiday shopping
94866649,2021-12-18,21.67,INR,credit,Deposit of gift money from relatives
51140505,2023-04-03,150.0,USD,transfer,Transfer of funds to partner's account for joint expenses
87331688,2022-06-21,180.0,USD,debit,Withdrawal of cash for vacation expenses
89372796,2021-03-05,45.98,USD,credit,Deposit of tax refund check
33792053,2023-08-16,125.67,EUR,debit,Purchase of airline ticket for vacation
63881419,2022-11-04,78.91,GBP,transfer,Transfer of funds to sister's account for rent payment
81326720,2021-10-20,135.0,USD,credit,Deposit of bonus from work
19995516,2023-07-25,150.0,USD,debit,Withdrawal of cash for holiday travel expenses
82663240,2022-09-17,89.45,USD,credit,Deposit of freelance work payment
66249245,2022-05-15,123.45,USD,debit,Purchase of books from Amazon.
30334836,2023-01-01,500.0,EUR,transfer,Transfer to savings account.
93820294,2021-12-25,100.5,USD,debit,Withdrawal for holiday shopping.
85409077,2022-07-12,250.0,GBP,debit,Payment for online course.
29195642,2023-06-01,75.0,USD,transfer,Transfer to friend's account.
22987252,2022-03-10,150.0,CAD,debit,Withdrawal for groceries.
85723271,2021-11-22,300.0,USD,credit,Deposit from freelance work.
32823749,2023-02-28,120.0,USD,transfer,Transfer to spouse's account.
15133941,2022-10-05,200.0,AUD,debit,Withdrawal for travel expenses.
86699389,2021-07-18,400.0,USD,credit,Deposit from part-time job.
23531141,2023-09-03,180.0,USD,transfer,Transfer to investment account.
29539262,2022-11-17,150.0,USD,debit,Withdrawal for gym membership.
74165949,2023-04-20,600.0,USD,credit,Deposit from tax refund.
27745672,2021-08-25,200.0,USD,transfer,Transfer to checking account.
76915897,2022-06-08,350.0,USD,debit,Withdrawal for rent.
54838266,2023-10-15,250.0,USD,credit,Deposit from freelance work.
63691098,2021-12-30,100.0,USD,transfer,Transfer to savings account.
42824212,2022-02-14,450.0,USD,debit,Withdrawal for groceries.
24969278,2023-07-22,300.0,USD,credit,Deposit from part-time job.
44675755,2021-09-09,500.0,USD,transfer,Transfer to investment account.
56322854,2022-02-27,250.0,USD,debit,Withdrawal for clothing.
55546318,2023-08-10,100.0,USD,credit,Deposit from freelance work.
12546650,2021-11-20,750.0,USD,transfer,Transfer to checking account.
71192543,2022-06-02,150.0,USD,debit,Withdrawal for gas.
14436628,2023-03-25,350.0,USD,credit,Deposit from part-time job.
57480384,2021-04-16,120.0,USD,transfer,Transfer to savings account.
24417166,2022-09-15,500.0,USD,debit,Withdrawal for car maintenance.
42781754,2023-01-03,400.0,USD,credit,Deposit from tax refund.
81091819,2022-07-22,600.0,USD,transfer,Transfer to investment account.
17294105,2022-03-15,25.99,USD,debit,Groceries at Whole Foods Market.
46947916,2023-01-02,12000.5,EUR,transfer,Transfer from personal to business account.
29940551,2022-07-10,1500.0,USD,transfer,Transfer to a friend's account for a loan repayment.
16698605,2023-04-16,4500.0,CAD,credit,Deposit of tax refund from the Canadian government.
62575680,2021-09-01,10000.0,JPY,debit,Travel expenses in Japan.
80146145,2023-02-05,3000.0,INR,transfer,Transfer to a family member's account for a wedding expense.
38820725,2021-01-15,2000.0,CHF,credit,Deposit of a freelance project payment.
36736325,2022-08-20,1500.0,USD,debit,Gasoline purchase.
90539849,2023-10-03,2000.0,GBP,credit,Deposit of a salary payment.
41138994,2021-12-25,150.0,USD,debit,Gift purchase for a family member.
80483677,2022-06-15,1000.0,USD,transfer,Transfer to a friend's account for a loan repayment.
19481214,2023-05-01,3000.0,EUR,credit,Deposit of a freelance project payment.
94608297,2022-02-20,1500.0,USD,debit,Gasoline purchase.
54891987,2021-11-15,2000.0,GBP,credit,Deposit of a salary payment.
81842432,2022-07-30,150.0,USD,debit,Gift purchase for a friend.
26177272,2023-03-10,3000.0,INR,transfer,Transfer to a family member's account for a wedding expense.
86943176,2021-08-05,2000.0,CHF,credit,Deposit of a freelance project payment.
34823448,2022-10-25,1500.0,USD,debit,Gasoline purchase.
14438990,2023-12-01,2000.0,GBP,credit,Deposit of a salary payment.
87868857,2021-12-25,150.0,USD,debit,Gift purchase for a family member.
15472894,2022-06-15,1000.0,USD,transfer,Transfer to a friend's account for a loan repayment.
74905638,2023-05-01,3000.0,EUR,credit,Deposit of a freelance project payment.
29561517,2022-02-20,1500.0,USD,debit,Gasoline purchase.
74648812,2021-11-15,2000.0,GBP,credit,Deposit of a salary payment.
79386522,2022-07-30,150.0,USD,debit,Gift purchase for a friend.
68496496,2023-03-10,3000.0,INR,transfer,Transfer to a family member's account for a wedding expense.
40684767,2021-08-05,2000.0,CHF,credit,Deposit of a freelance project payment.
97526420,2023-06-15,2000.0,EUR,transfer,Transfer of funds to a family member in Germany
85106553,2021-12-20,100.5,USD,debit,Withdrawal of cash for holiday shopping
80409545,2022-03-05,5000.0,GBP,credit,Deposit of bonus from work in UK account
70152489,2023-07-10,300.0,JPY,transfer,Transfer of funds to a business partner in Japan
57715596,2022-01-15,250.0,USD,debit,Withdrawal of cash for rent payment
12174300,2021-08-25,150.0,CAD,credit,Deposit of tuition payment for Canadian university
46937734,2023-02-02,7000.0,AUD,transfer,Transfer of funds to an investment account in Australia
53176204,2022-06-01,400.0,USD,debit,Withdrawal of cash for gasoline
21754557,2021-11-20,120.0,USD,debit,Withdrawal of cash for restaurant meal
14410679,2022-07-05,500.0,USD,credit,Deposit of salary from work
77690810,2023-08-15,600.0,USD,transfer,Transfer of funds to a savings account
42336726,2022-02-10,350.0,USD,debit,Withdrawal of cash for gym membership
53449115,2021-12-25,200.0,USD,debit,Withdrawal of cash for holiday gifts
34651117,2022-09-05,700.0,USD,credit,Deposit of bonus from work
63076294,2023-01-15,1500.0,USD,transfer,Transfer of funds to a business partner in the US
67691667,2022-07-20,400.0,USD,debit,Withdrawal of cash for car maintenance
77648254,2021-04-25,100.0,USD,debit,Withdrawal of cash for groceries
34563023,2022-11-10,2000.0,USD,credit,Deposit of salary from work
63501133,2023-06-15,500.0,USD,transfer,Transfer of funds to a family member in the US
88018045,2022-01-05,300.0,USD,debit,Withdrawal of cash for rent payment
66895047,2021-07-20,600.0,USD,transfer,Transfer of funds to a savings account
37689035,2022-10-01,750.0,USD,debit,Withdrawal of cash for clothes shopping
42300449,2022-05-15,123.45,USD,debit,Payment for online course subscription.
78537326,2023-02-28,5000.0,EUR,transfer,Transfer to my sister's account for her wedding expenses.
20053774,2021-10-01,100.0,USD,debit,Groceries purchase at the local supermarket.
85582760,2022-12-17,2000.0,GBP,debit,Payment for holiday flight tickets.
76321814,2023-01-05,75.0,CAD,transfer,Transfer to my friend's account for a shared bill.
32944271,2021-07-22,150.0,USD,debit,Gasoline purchase at the gas station.
34563373,2022-06-20,3000.0,USD,debit,Payment for a new laptop.
21119726,2023-04-10,1000.0,EUR,transfer,Transfer to my parents' account for their anniversary gift.
90168116,2021-11-12,50.0,USD,debit,Dinner at a local restaurant.
87499360,2023-03-01,4000.0,JPY,debit,Payment for a vacation package to Japan.
25212230,2022-09-25,250.0,USD,transfer,Transfer to my partner's account for a shared bill.
10310582,2021-02-20,1000.0,GBP,debit,Payment for a gym membership.
69984449,2023-06-18,150.0,CAD,debit,Payment for a new smartphone.
74485973,2022-11-15,200.0,USD,transfer,Transfer to my cousin's account for a shared gift.
71045536,2021-03-03,600.0,USD,debit,Payment for a dentist appointment.
36355739,2023-07-04,8000.0,USD,debit,Payment for a new car.
46763589,2022-12-10,75.0,USD,transfer,Transfer to my friend's account for a shared bill.
47679863,2021-08-05,3000.0,EUR,debit,Payment for a new camera.
78522845,2023-01-01,120.0,USD,debit,Payment for a subscription box.
92024350,2022-07-28,1000.0,GBP,transfer,Transfer to my friend's account for a shared gift.
25562044,2021-04-15,50.0,CAD,debit,Payment for a haircut.
10274658,2023-02-22,200.0,USD,debit,Payment for a utility bill.
73308680,2022-10-01,1000.0,USD,transfer,Transfer to my savings account.
67838167,2023-08-15,4000.0,USD,debit,Payment for a home renovation project.
69011089,2021-12-31,150.0,USD,debit,Payment for a charitable donation.
40472270,2023-06-01,6000.0,EUR,transfer,Transfer to my brother's account for a shared investment.
10572468,2022-02-14,250.0,USD,debit,Payment for a Valentine's Day dinner.
63026401,2021-09-20,800.0,GBP,debit,Payment for a new laptop stand.
97739859,2022-04-15,250.12,USD,debit,Paying rent for my apartment in New York City
58801095,2021-10-22,150.67,EUR,debit,Buying groceries at a local market in Paris
96741288,2023-01-08,300.98,GBP,transfer,Transferring funds to my UK-based savings account
63298670,2022-06-14,120.56,USD,credit,Depositing my monthly salary into my US checking account
94074376,2023-02-25,75.23,JPY,debit,Withdrawing cash for a weekend trip to Tokyo
97501134,2022-09-01,500.0,USD,transfer,Transferring funds to my business account for expenses
83713665,2023-07-12,100.0,CAD,credit,Receiving a refund from a store in Vancouver
26575593,2022-11-28,200.0,USD,debit,Paying for holiday flights to visit family in California
66200181,2023-03-15,400.0,USD,credit,Depositing a bonus from work into my US savings account
38940236,2023-06-01,150.0,USD,debit,Paying for a gym membership in New York City
38988560,2022-12-20,250.0,USD,credit,Receiving a holiday bonus from work
20697461,2023-04-10,300.0,USD,debit,Paying for a car repair in Los Angeles
19558319,2023-05-15,500.0,USD,transfer,Transferring funds to my investment account
54679575,2022-07-25,100.0,USD,credit,Receiving a refund from a store in Chicago
17891904,2023-08-10,200.0,USD,debit,Paying for a vacation in Hawaii
18926979,2022-02-12,400.0,USD,credit,Depositing a tax refund into my US checking account
68152745,2023-09-20,150.0,USD,debit,Paying for a dental appointment in New York City
27826687,2022-08-05,300.0,USD,transfer,Transferring funds to my emergency savings account
68124451,2023-06-25,50.0,USD,credit,Receiving a refund from a restaurant in San Francisco
52277048,2022-11-22,75.0,USD,debit,Buying a book from a local bookstore in Seattle
44866030,2023-07-03,200.0,USD,credit,Depositing a paycheck from a part-time job in Los Angeles
68355000,2022-03-10,100.0,USD,debit,Paying for a haircut in Miami
55436418,2023-10-15,150.0,USD,transfer,Transferring funds to my retirement account
93305935,2022-05-28,250.0,USD,credit,Receiving a refund from a store in Boston
72031973,2023-11-27,50.0,USD,debit,Buying a coffee in New York City
16628217,2022-06-18,100.0,USD,credit,Depositing a paycheck from a freelance job in Chicago
68990323,2023-12-12,200.0,USD,transfer,Transferring funds to my travel savings account
64277552,2022-09-03,75.0,USD,debit,Paying for a movie ticket in Washington D.C.
30105692,2022-04-15,125.34,USD,credit,Deposit from freelance project payment.
74707527,2023-02-01,50.75,EUR,debit,Groceries at local market.
68617376,2021-08-18,100.0,USD,transfer,Transfer to sister's account for rent.
39071259,2022-11-22,75.0,USD,credit,Refund from returned item purchase.
49490222,2023-06-05,25.0,GBP,debit,Withdrawal for taxi fare.
37933687,2022-02-14,150.0,USD,credit,Direct deposit of salary.
99294396,2021-09-27,20.0,USD,debit,Gas station fill-up.
79209743,2022-10-12,100.0,USD,transfer,Transfer to friend's account for loan repayment.
92169824,2023-01-08,50.0,CAD,credit,Deposit from online sales.
80550201,2022-07-25,150.0,USD,credit,Refund from canceled flight booking.
11012046,2023-03-10,100.0,USD,debit,Groceries at local supermarket.
60256746,2022-05-15,75.0,USD,transfer,Transfer to mother's account for birthday gift.
38380194,2023-07-20,125.0,USD,credit,Deposit from freelance project payment.
39386470,2022-06-01,50.75,EUR,debit,Groceries at local market.
26694001,2021-11-18,100.0,USD,transfer,Transfer to father's account for holiday gift.
29080514,2022-12-22,75.0,USD,credit,Refund from returned item purchase.
48049773,2023-03-05,25.0,GBP,debit,Withdrawal for taxi fare.
45386534,2022-03-14,150.0,USD,credit,Direct deposit of salary.
83986094,2021-11-27,20.0,USD,debit,Gas station fill-up.
